t,cr,cm,pct,truth
37200,529,514,100,102
37250,521,512,100,129
37300,521,512,100,175
37350,512,512,100,224
37400,512,512,100,260
37450,500,513,100,272
37500,500,513,100,254
37550,502,514,100,214
37600,502,513,100,162
37650,518,513,100,114
37700,518,512,100,86
37750,522,511,100,88
37800,522,510,100,123
37850,508,509,100,186
37900,508,509,100,260
37950,523,511,100,326
38000,523,511,100,367
38050,503,513,100,373
38100,503,514,100,345
38150,522,515,100,289
38200,522,516,100,222
38250,525,515,100,159
38300,506,515,100,115
38350,506,514,100,99
38400,518,513,100,115
38450,518,512,100,155
38500,505,512,100,205
38550,505,512,100,248
38600,513,513,100,270
38650,513,513,100,265
38700,515,514,100,233
38750,515,514,100,184
38800,526,513,100,132
38850,526,512,100,94
38900,508,511,100,83
38950,508,510,100,105
39000,505,510,100,158
39050,505,509,100,229
39100,508,510,100,301
39150,508,511,100,354
39200,506,512,100,375
39250,506,514,100,360
39300,520,515,100,314
39350,520,515,100,250
39400,513,516,100,183
39450,513,515,100,130
39500,511,514,100,102
39550,511,514,100,105
39600,524,513,100,136
39650,524,512,100,184
39700,523,512,100,232
39750,523,513,100,265
39800,511,513,100,271
39850,511,514,100,248
39900,520,513,100,205
39950,520,514,100,152
40000,518,513,100,107
40050,518,512,100,84
40100,507,511,100,92
40150,507,510,100,133
40200,521,510,100,199
40250,498,510,100,273
40300,498,510,100,336
40350,512,512,100,371
40400,512,513,100,371
40450,506,514,100,336
40500,506,516,100,277
40550,511,516,100,209
40600,511,515,100,149
40650,519,515,100,109
40700,519,514,100,100
40750,504,512,100,121
40800,504,512,100,164
40850,506,512,100,214
40900,506,512,100,254
40950,506,513,100,272
41000,506,513,100,261
41050,524,514,100,224
41100,524,513,100,174
41150,514,513,100,124
41200,514,512,100,90
41250,510,511,100,85
41300,510,510,100,113
41350,504,509,100,170
41400,504,510,100,243
41450,510,510,100,313
41500,510,511,100,361
41550,512,513,100,375
41600,512,514,100,354
41650,520,514,100,303
41700,520,516,100,237
41750,515,516,100,172
41800,515,515,100,122
41850,521,514,100,100
41900,521,513,100,109
41950,503,512,100,144
42000,503,512,100,194
42050,512,512,100,240
42100,512,513,100,268
42150,515,513,100,268
42200,517,514,100,242
42250,517,514,100,195
42300,509,513,100,143
42350,509,513,100,101
42400,522,511,100,83
42450,522,510,100,97
42500,513,510,100,144
42550,513,510,100,213
42600,505,510,100,286
42650,505,511,100,345
42700,499,512,100,374
42750,499,514,100,367
42800,527,515,100,327
42850,527,516,100,265
42900,517,516,100,197
42950,517,515,100,140
43000,514,515,100,105
43050,514,514,100,102
43100,525,513,100,127
43150,525,512,100,173
43200,502,512,100,222
43250,502,512,100,259
43300,508,513,100,272
43350,508,513,100,255
43400,527,514,100,216
43450,527,513,100,164
43500,528,513,100,116
43550,528,512,100,87
43600,523,511,100,87
43650,523,510,100,121
43700,518,510,100,183
43750,518,509,100,257
43800,509,510,100,324
43850,509,511,100,366
43900,508,513,100,374
43950,508,514,100,346
44000,507,515,100,292
44050,507,516,100,224
44100,520,516,100,161
44150,520,515,100,116
44200,512,514,100,99
44250,527,513,100,114
44300,527,512,100,153
44350,503,512,100,203
44400,503,512,100,247
44450,514,513,100,270
44500,514,513,100,265
44550,517,514,100,234
44600,517,514,100,186
44650,524,513,100,134
44700,524,512,100,95
44750,517,511,100,83
44800,517,511,100,104
44850,504,510,100,155
44900,504,510,100,226
44950,510,510,100,298
45000,510,511,100,353
45050,504,513,100,375
45100,504,513,100,361
45150,521,515,100,316
45200,521,516,100,252
45250,508,516,100,185
45300,508,515,100,131
45350,509,514,100,102
45400,509,514,100,104
45450,522,513,100,135
45500,522,512,100,182
45550,495,512,100,231
45600,495,513,100,264
45650,520,513,100,271
45700,520,513,100,250
45750,517,514,100,207
45800,517,513,100,154
45850,500,512,100,109
45900,500,512,100,84
45950,515,510,100,91
46000,515,510,100,131
46050,504,510,100,196
46100,504,510,100,270
46150,497,511,100,334
46200,502,512,100,370
46250,502,513,100,371
46300,503,514,100,338
46350,503,515,100,280
46400,510,515,100,212
46450,510,515,100,151
46500,514,515,100,110
46550,514,514,100,100
46600,514,513,100,119
46650,514,512,100,162
46700,514,512,100,212
46750,514,512,100,253
46800,516,513,100,271
46850,516,513,100,261
46900,505,514,100,226
46950,505,514,100,176
47000,511,513,100,125
47050,511,512,100,91
47100,508,511,100,84
47150,508,510,100,111
47200,506,509,100,167
47250,506,510,100,240
47300,510,510,100,310
47350,510,511,100,359
47400,505,513,100,375
47450,505,514,100,355
47500,519,515,100,306
47550,519,516,100,240
47600,523,516,100,174
47650,523,515,100,124
47700,505,514,100,100
47750,505,513,100,108
47800,505,513,100,143
47850,505,512,100,192
47900,527,512,100,238
47950,527,512,100,267
48000,511,513,100,269
48050,511,514,100,243
48100,517,514,100,197
48150,513,513,100,145
48200,513,512,100,102
48250,518,512,100,83
48300,518,510,100,96
48350,505,510,100,142
48400,505,509,100,210
48450,522,510,100,283
48500,522,511,100,343
48550,514,512,100,373
48600,514,514,100,367
48650,521,515,100,329
48700,521,516,100,267
48750,502,515,100,200
48800,502,515,100,141
48850,507,514,100,106
48900,507,514,100,101
48950,516,513,100,126
49000,516,512,100,171
49050,513,512,100,221
49100,513,513,100,258
49150,523,513,100,272
49200,523,513,100,257
49250,505,513,100,217
49300,505,513,100,166
49350,510,513,100,117
49400,510,512,100,87
49450,525,511,100,87
49500,525,510,100,119
49550,502,510,100,180
49600,502,509,100,254
49650,516,510,100,321
49700,516,511,100,365
49750,525,513,100,374
49800,525,515,100,348
49850,504,515,100,294
49900,504,515,100,227
49950,515,515,100,163
50000,515,515,100,117
50050,523,514,100,99
50100,516,513,100,113
50150,516,513,100,151
50200,501,512,100,201
50250,501,512,100,245
50300,521,512,100,270
50350,521,513,100,266
50400,512,513,100,236
50450,512,514,100,188
50500,512,513,100,136
50550,512,512,100,96
50600,508,511,100,83
50650,508,510,100,102
50700,516,510,100,153
50750,516,510,100,223
50800,487,510,100,296
50850,487,511,100,351
50900,520,512,100,375
50950,520,514,100,363
51000,518,515,100,319
51050,518,515,100,255
51100,517,516,100,188
51150,517,515,100,133
51200,535,514,100,103
51250,535,513,100,104
51300,506,513,100,133
51350,506,512,100,180
51400,519,512,100,229
51450,519,512,100,263
51500,512,513,100,271
51550,512,514,100,251
51600,529,513,100,208
51650,529,513,100,156
51700,508,513,100,110
51750,508,512,100,85
51800,506,511,100,90
51850,506,510,100,129
51900,511,509,100,193
51950,511,509,100,267
52000,514,511,100,332
52050,514,512,100,370
52100,503,513,100,372
52150,521,514,100,340
52200,521,515,100,282
52250,509,516,100,215
52300,509,515,100,153
52350,526,515,100,111
52400,526,513,100,99
52450,514,513,100,118
52500,514,512,100,160
52550,515,512,100,210
52600,515,512,100,252
52650,529,513,100,271
52700,529,513,100,262
52750,513,514,100,228
52800,513,514,100,178
52850,511,513,100,127
52900,511,512,100,92
52950,515,511,100,84
53000,515,510,100,109
53050,514,509,100,165
53100,514,510,100,237
53150,525,511,100,308
53200,525,511,100,358
53250,503,512,100,375
53300,503,514,100,356
53350,519,515,100,308
53400,519,515,100,242
53450,539,516,100,176
53500,539,515,100,125
53550,500,514,100,101
53600,500,513,100,107
53650,499,512,100,141
53700,499,512,100,190
53750,496,512,100,237
53800,496,512,100,267
53850,514,513,100,269
53900,514,514,100,244
53950,514,514,100,199
54000,514,513,100,147
54050,513,512,100,103
54100,508,512,100,83
54150,508,511,100,95
54200,510,510,100,139
54250,510,509,100,207
54300,504,510,100,281
54350,504,510,100,341
54400,513,512,100,373
54450,513,513,100,368
54500,506,515,100,331
54550,506,515,100,270
54600,513,516,100,202
54650,513,515,100,143
54700,519,515,100,107
54750,519,514,100,101
54800,517,513,100,125
54850,517,512,100,169
54900,514,512,100,219
54950,514,512,100,257
55000,509,513,100,272
55050,509,514,100,258
55100,523,513,100,219
55150,523,514,100,168
55200,506,513,100,119
55250,506,512,100,88
55300,514,511,100,86
55350,514,510,100,118
55400,498,510,100,177
55450,498,510,100,251
55500,514,510,100,319
55550,514,511,100,364
55600,511,513,100,375
55650,511,514,100,349
55700,510,515,100,297
55750,510,516,100,230
55800,523,515,100,165
55850,523,515,100,118
55900,526,514,100,99
55950,526,513,100,112
56000,507,512,100,149
56050,511,512,100,199
56100,511,512,100,244
56150,524,513,100,269
56200,524,513,100,267
56250,511,513,100,237
56300,511,514,100,190
56350,506,513,100,138
56400,506,512,100,98
56450,508,511,100,83
56500,508,510,100,101
56550,512,509,100,150
56600,512,510,100,221
56650,509,510,100,293
56700,509,511,100,350
56750,504,512,100,375
56800,504,514,100,364
56850,516,515,100,321
56900,516,516,100,258
56950,508,515,100,190
57000,508,515,100,134
57050,513,514,100,103
57100,513,513,100,103
57150,510,513,100,132
57200,510,512,100,178
57250,507,512,100,227
57300,507,512,100,262
57350,504,513,100,271
57400,504,514,100,252
57450,517,514,100,210
57500,517,514,100,158
57550,511,513,100,111
57600,511,512,100,85
57650,501,511,100,89
57700,501,510,100,127
57750,506,510,100,191
57800,506,510,100,265
57850,502,510,100,330
57900,502,512,100,369
57950,507,513,100,372
58000,507,514,100,341
58050,516,515,100,285
58100,505,516,100,217
58150,505,515,100,155
58200,519,515,100,112
58250,519,514,100,99
58300,521,513,100,117
58350,521,512,100,158
58400,523,512,100,208
58450,523,512,100,250
58500,521,513,100,271
58550,521,513,100,263
58600,507,513,100,229
58650,507,513,100,180
58700,509,513,100,129
58750,509,512,100,93
58800,506,511,100,83
58850,506,510,100,108
58900,522,509,100,162
58950,522,510,100,234
59000,518,510,100,306
59050,518,511,100,357
59100,504,513,100,375
59150,504,514,100,358
59200,510,515,100,310
59250,510,515,100,245
59300,515,516,100,179
59350,515,515,100,127
59400,507,514,100,101
59450,507,513,100,106
59500,528,512,100,139
59550,528,512,100,188
59600,524,512,100,235
59650,524,512,100,266
59700,519,513,100,270
59750,519,513,100,246
59800,513,514,100,201
59850,513,514,100,149
59900,502,513,100,105
59950,502,511,100,83
60000,506,510,100,94
60050,522,509,100,137
60100,522,509,100,204
60150,521,509,100,278
60200,521,510,100,339
60250,511,512,100,372
60300,511,513,100,369
60350,522,515,100,332
60400,522,515,100,273
60450,514,515,100,205
60500,514,515,100,145
60550,521,514,100,108
60600,521,514,100,100
60650,506,513,100,123
60700,506,512,100,167
60750,517,512,100,217
60800,517,512,100,256
60850,507,513,100,272
60900,507,513,100,259
60950,513,514,100,221
61000,513,513,100,170
61050,504,513,100,121
61100,504,512,100,89
61150,509,511,100,85
61200,509,510,100,116
61250,516,509,100,175
61300,516,510,100,248
61350,520,510,100,317
61400,520,511,100,363
61450,506,513,100,375
61500,506,514,100,351
61550,500,515,100,299
61600,500,516,100,232
61650,511,516,100,167
61700,511,515,100,120
61750,524,514,100,100
61800,524,513,100,111
61850,510,512,100,148
61900,510,512,100,197
61950,513,512,100,243
62000,509,513,100,269
62050,509,513,100,267
62100,508,514,100,239
62150,508,513,100,192
62200,518,513,100,140
62250,518,512,100,99
62300,504,512,100,83
62350,504,511,100,100
62400,524,510,100,148
62450,524,509,100,218
62500,520,510,100,291
62550,520,511,100,348
62600,518,512,100,374
62650,518,514,100,365
62700,516,515,100,323
62750,516,515,100,260
62800,521,515,100,193
62850,521,515,100,136
62900,511,514,100,104
62950,511,513,100,102
63000,525,513,100,130
63050,525,512,100,176
63100,512,512,100,226
63150,512,512,100,261
63200,507,513,100,271
63250,507,513,100,253
63300,516,514,100,212
63350,516,513,100,160
63400,505,513,100,113
63450,505,512,100,86
63500,522,510,100,89
63550,522,510,100,125
63600,513,509,100,188
63650,513,509,100,262
63700,505,510,100,328
63750,505,511,100,368
63800,509,513,100,373
63850,509,514,100,343
63900,506,515,100,287
63950,512,515,100,220
64000,512,515,100,157
64050,514,514,100,114
64100,514,514,100,99
64150,511,513,100,116
64200,511,512,100,156
64250,518,512,100,206
64300,518,512,100,249
64350,517,513,100,271
64400,517,513,100,264
64450,509,514,100,231
64500,509,513,100,182
64550,504,513,100,131
64600,504,512,100,93
64650,527,511,100,83
64700,527,510,100,106
64750,504,510,100,160
64800,504,509,100,232
64850,508,510,100,303
64900,508,511,100,355
64950,509,513,100,375
65000,509,513,100,359
65050,490,515,100,312
65100,490,516,100,248
65150,522,516,100,181
65200,522,515,100,128
65250,520,514,100,101
65300,520,513,100,106
65350,504,512,100,138
65400,504,512,100,186
65450,513,512,100,234
65500,513,513,100,265
65550,500,513,100,270
65600,500,514,100,247
65650,505,513,100,203
65700,505,513,100,151
65750,517,513,100,106
65800,517,511,100,84
65850,504,511,100,93
65900,504,510,100,135
65950,514,509,100,201
66000,508,510,100,275
66050,508,511,100,337
66100,513,512,100,372
66150,513,513,100,370
66200,515,514,100,334
66250,515,515,100,275
66300,513,516,100,207
66350,513,515,100,147
66400,521,514,100,109
66450,521,514,100,100
66500,502,513,100,122
66550,502,512,100,165
66600,520,512,100,215
66650,520,512,100,255
66700,513,513,100,272
66750,513,513,100,260
66800,521,514,100,223
66850,521,514,100,172
66900,510,513,100,122
66950,510,512,100,89
67000,512,511,100,85
67050,512,510,100,114
67100,519,509,100,172
67150,519,510,100,245
67200,506,510,100,315
67250,506,511,100,362
67300,519,513,100,375
67350,519,514,100,352
67400,514,515,100,301
67450,514,516,100,235
67500,501,516,100,170
67550,501,515,100,121
67600,526,514,100,100
67650,526,513,100,110
67700,521,512,100,146
67750,521,512,100,195
67800,524,513,100,241
67850,524,513,100,268
67900,515,513,100,268
67950,516,514,100,240
68000,516,514,100,193
68050,510,513,100,141
68100,510,513,100,100
68150,506,512,100,83
68200,506,511,100,98
68250,519,510,100,146
68300,519,509,100,215
68350,516,510,100,288
68400,516,511,100,346
68450,497,512,100,374
68500,497,514,100,366
68550,516,515,100,325
68600,516,515,100,263
68650,517,516,100,195
68700,517,515,100,138
68750,502,515,100,105
68800,502,513,100,102
68850,518,513,100,129
68900,518,512,100,175
68950,501,512,100,224
69000,501,513,100,260
69050,524,513,100,272
69100,524,513,100,255
69150,504,514,100,214
69200,504,513,100,162
69250,505,513,100,115
69300,505,512,100,86
69350,527,511,100,88
69400,527,510,100,123
69450,520,510,100,185
69500,520,510,100,259
69550,500,511,100,326
69600,500,511,100,367
69650,513,513,100,373
69700,513,514,100,345
69750,525,515,100,290
69800,525,515,100,222
69850,509,515,100,159
69900,511,515,100,115
69950,511,514,100,99
70000,521,513,100,115
0,0,699,0,165
50,0,699,0,214
100,712,700,0,229
150,697,700,0,204
200,697,701,0,153
250,683,700,0,99
300,722,700,0,66
350,722,699,0,67
400,704,698,1,100
450,682,698,1,142
500,705,698,1,169
550,705,698,1,164
600,716,698,1,131
650,741,698,2,87
700,741,697,3,56
750,702,697,4,59
800,671,696,6,99
850,671,696,6,161
900,697,697,6,216
950,711,697,4,238
1000,711,698,3,219
1050,686,699,3,169
1100,705,698,3,111
1150,701,698,3,72
1200,701,697,4,66
1250,705,697,5,93
1300,695,697,6,136
1350,695,697,6,168
1400,722,698,5,170
1450,704,698,5,141
1500,704,698,6,96
1550,711,697,6,60
1600,710,697,8,55
1650,710,696,9,88
1700,710,696,9,147
1750,704,696,9,205
1800,706,697,8,235
1850,706,698,6,224
1900,688,699,5,179
1950,716,699,5,121
2000,716,699,5,76
2050,708,698,6,63
2100,689,698,7,85
2150,683,697,7,126
2200,683,697,7,161
2250,702,699,7,170
2300,692,699,6,146
2350,692,698,6,104
2400,695,698,7,64
2450,716,698,8,52
2500,716,697,9,77
2550,718,697,9,133
2600,702,697,9,193
2650,684,698,8,229
2700,684,699,6,226
2750,689,700,5,187
2800,728,700,4,130
2850,728,700,5,82
2900,704,700,5,62
2950,709,699,6,78
3000,709,698,7,116
3050,703,699,7,154
3100,714,698,6,169
3150,714,699,6,151
3200,675,699,5,111
3250,706,699,6,69
3300,697,698,7,51
3350,697,698,8,70
3400,688,698,9,121
3450,708,697,8,182
3500,708,699,7,224
3550,688,699,6,229
3600,697,700,4,195
3650,697,700,4,139
3700,722,700,4,88
3750,720,699,5,63
3800,671,699,5,73
3850,671,698,6,109
3900,704,699,6,149
3950,696,699,6,168
4000,696,699,5,156
4050,694,699,5,118
4100,711,699,5,75
4150,711,698,6,52
4200,692,698,7,64
4250,689,697,8,111
4300,692,697,8,172
4350,692,698,7,220
4400,688,699,6,231
4450,712,699,4,203
4500,712,700,4,150
4550,690,700,4,96
4600,726,699,4,65
4650,726,699,5,69
4700,702,698,6,102
4750,705,699,6,143
4800,706,699,5,168
4850,706,699,5,161
4900,717,699,5,126
4950,712,698,5,82
5000,712,698,6,54
5050,703,698,7,59
5100,699,697,8,101
5150,699,697,8,162
5200,691,698,7,214
5250,706,699,6,233
5300,683,699,5,211
5350,683,700,4,160
5400,690,700,4,104
5450,705,700,4,68
5500,705,699,5,65
5550,713,698,6,95
5600,686,698,6,137
5650,686,698,6,166
5700,703,699,5,165
5750,713,699,5,134
5800,691,698,5,90
5850,691,698,6,57
5900,692,697,7,55
5950,714,697,8,91
6000,714,697,8,151
6050,685,698,8,207
6100,718,698,6,233
6150,718,699,5,218
6200,693,700,4,170
6250,686,700,4,114
6300,701,700,4,72
6350,701,699,5,63
6400,706,699,6,88
6450,697,698,6,129
6500,697,698,6,162
6550,728,698,5,167
6600,710,699,5,141
6650,710,699,5,98
6700,682,699,6,61
6750,686,698,7,53
6800,686,697,8,83
6850,690,697,8,140
6900,690,697,8,199
6950,694,698,7,231
7000,694,699,5,223
7050,703,700,4,180
7100,697,700,4,123
7150,697,700,4,77
7200,695,699,5,62
7250,721,699,6,82
7300,721,698,6,122
7350,677,698,6,158
7400,703,699,5,169
7450,688,699,5,147
7500,688,699,5,106
7550,699,699,6,66
7600,679,697,7,51
7650,679,697,8,75
7700,705,697,8,129
7750,694,697,8,189
7800,694,698,7,228
7850,675,699,5,227
7900,716,700,4,189
7950,711,700,4,133
8000,711,700,4,84
8050,676,699,5,62
8100,754,698,5,76
8150,754,698,6,114
8200,695,698,6,153
8250,682,699,6,169
8300,682,699,5,153
8350,694,699,5,113
8400,722,699,5,72
8450,696,698,6,51
8500,696,697,8,68
8550,684,697,8,118
8600,688,697,8,179
8650,688,698,7,224
8700,713,699,6,230
8750,718,700,4,198
8800,718,700,4,143
8850,724,700,4,91
8900,690,699,4,63
8950,702,699,5,71
9000,702,698,6,107
9050,682,698,6,147
9100,705,698,6,169
9150,705,699,5,158
9200,712,699,5,121
9250,683,699,5,78
9300,683,698,6,53
9350,675,698,7,62
9400,728,697,8,107
9450,714,697,8,169
9500,714,698,7,218
9550,727,699,6,232
9600,703,700,5,206
9650,703,700,4,154
9700,705,700,4,99
9750,695,700,4,66
9800,695,699,5,67
9850,719,698,6,99
9900,712,698,6,141
9950,702,698,6,167
10000,702,699,5,162
10050,682,699,5,129
10100,690,699,5,85
10150,690,698,6,55
10200,666,698,7,58
10250,723,697,8,97
10300,723,698,8,158
10350,694,698,7,212
10400,723,699,6,233
10450,723,700,5,213
10500,693,700,4,164
10550,705,700,4,108
10600,712,699,4,69
10650,712,699,5,65
10700,704,699,6,92
10750,694,699,6,134
10800,694,699,6,165
10850,690,699,5,166
10900,712,699,5,136
10950,712,699,5,93
11000,674,698,6,58
11050,703,698,7,54
11100,690,697,8,88
11150,690,698,8,147
11200,687,698,8,204
11250,726,698,6,232
11300,726,699,5,219
11350,675,700,4,174
11400,723,700,4,117
11450,723,700,4,74
11500,694,699,5,63
11550,738,699,6,86
11600,687,698,6,127
11650,687,698,6,161
11700,703,699,5,168
11750,709,699,5,143
11800,709,699,5,100
11850,702,698,6,62
11900,707,698,7,52
11950,707,697,8,80
12000,706,697,8,136
12050,679,698,8,195
12100,678,698,7,230
12150,678,699,5,225
12200,693,700,4,183
12250,735,700,4,127
12300,735,700,4,80
12350,702,699,5,62
12400,698,699,6,80
12450,698,698,6,119
12500,701,699,6,156
12550,687,699,5,169
12600,693,699,5,150
12650,693,699,5,108
12700,722,698,6,68
12750,699,698,7,51
12800,699,697,8,72
12850,691,697,8,125
12900,706,697,8,186
12950,706,698,7,227
13000,711,699,6,228
13050,721,700,4,193
13100,712,700,4,137
13150,712,700,4,86
13200,701,699,5,63
13250,729,699,5,74
13300,729,699,6,112
13350,723,698,6,151
13400,716,699,6,169
13450,716,699,5,155
13500,701,699,5,116
13550,694,699,5,74
13600,694,698,6,52
13650,694,698,8,66
13700,683,697,8,114
13750,719,697,8,176
13800,719,698,7,222
13850,688,699,6,231
13900,692,700,4,201
13950,692,700,4,147
14000,697,700,4,94
14050,708,699,4,64
14100,708,699,5,70
14150,721,699,6,104
14200,738,699,6,145
14250,705,699,6,168
14300,705,699,5,160
14350,719,699,5,124
14400,710,698,5,80
14450,710,699,6,53
14500,675,697,7,60
14550,728,697,8,104
14600,728,698,8,165
14650,695,698,7,216
14700,688,699,6,233
14750,732,699,5,209
14800,732,700,4,157
14850,705,700,4,102
14900,703,699,4,67
14950,703,699,5,66
15000,689,699,6,97
15050,706,698,6,139
15100,706,699,6,166
15150,705,699,5,164
15200,698,699,5,132
15250,729,699,5,88
15300,729,698,6,56
15350,669,698,7,56
15400,710,697,8,94
15450,710,697,8,154
15500,721,698,8,209
15550,693,699,6,233
15600,693,699,5,216
15650,697,700,4,167
15700,711,700,4,111
15750,709,700,4,71
15800,709,699,5,64
15850,693,698,6,90
15900,734,698,6,132
15950,734,699,6,163
16000,702,699,5,167
16050,683,699,5,139
16100,683,699,5,95
16150,702,698,6,60
16200,704,697,7,53
16250,693,698,8,85
16300,693,697,8,143
16350,702,697,8,201
16400,698,699,7,231
16450,698,700,5,221
16500,706,700,4,177
16550,706,700,4,120
16600,706,700,4,76
16650,721,699,5,62
16700,706,699,6,83
16750,719,698,6,124
16800,719,698,6,159
16850,690,699,5,168
16900,700,699,5,146
16950,700,699,5,103
17000,706,698,6,64
17050,708,698,7,52
17100,708,697,8,77
17150,708,697,8,132
17200,673,698,8,192
17250,689,699,7,229
17300,689,699,5,226
17350,698,700,4,187
17400,698,700,4,130
17450,698,700,4,82
17500,705,699,5,62
17550,720,699,6,78
17600,720,698,6,117
17650,697,699,6,155
17700,681,699,6,169
17750,681,699,5,152
17800,702,699,5,111
17850,701,699,6,70
17900,681,698,7,51
17950,681,697,8,70
18000,704,697,8,121
18050,699,698,8,183
18100,699,698,7,225
18150,695,700,6,230
18200,681,700,4,196
18250,681,700,4,140
18300,720,700,4,89
18350,712,699,4,63
18400,687,698,5,73
18450,687,698,6,109
18500,689,698,6,149
18550,692,699,6,169
18600,692,699,5,157
18650,667,699,5,119
18700,687,699,5,76
18750,687,698,6,52
18800,690,697,7,64
18850,708,697,8,110
18900,713,697,8,172
18950,713,698,7,220
19000,701,699,6,232
19050,717,700,5,204
19100,717,700,4,151
19150,691,700,4,96
19200,701,699,4,65
19250,701,699,5,68
19300,719,698,6,101
19350,683,699,6,143
19400,722,699,6,168
19450,722,699,5,161
19500,699,699,5,127
19550,707,698,5,83
19600,707,698,6,54
19650,707,697,7,59
19700,679,697,8,100
19750,679,697,8,161
19800,716,697,7,214
19850,680,699,6,233
19900,701,700,5,211
19950,701,700,4,161
20000,731,700,4,0
20050,713,699,5,0
20100,713,698,7,0
20150,703,696,9,0
20200,661,696,11,0
20250,661,695,13,0
20300,653,694,15,0
20350,619,693,17,0
20400,619,693,19,0
20450,609,692,21,0
20500,609,691,23,0
20550,608,691,25,0
20600,576,690,26,0
20650,576,690,28,0
20700,568,690,30,0
20750,568,690,32,0
20800,540,689,34,0
20850,540,689,35,0
20900,533,689,37,0
20950,533,690,38,0
21000,513,689,39,0
21050,513,689,41,0
21100,486,690,42,0
21150,486,690,43,0
21200,483,690,44,0
21250,483,691,45,0
21300,454,691,46,0
21350,454,691,47,0
21400,440,691,47,0
21450,440,691,48,0
21500,440,692,48,0
21550,432,692,49,0
21600,432,693,49,0
21650,409,693,49,0
21700,409,693,49,0
21750,409,694,49,0
21800,397,695,49,0
21850,397,695,49,0
21900,383,696,49,0
21950,383,696,49,0
22000,383,696,49,0
22050,363,697,48,0
22100,363,697,48,0
22150,363,698,48,0
22200,349,698,47,0
22250,349,699,47,0
22300,349,699,46,0
22350,331,699,46,0
22400,331,699,45,0
22450,331,700,45,0
22500,318,700,44,0
22550,318,700,44,0
22600,318,700,43,0
22650,299,700,43,0
22700,299,701,42,0
22750,299,701,42,0
22800,299,701,41,0
22850,284,701,41,0
22900,284,700,40,0
22950,284,701,40,0
23000,284,701,39,0
23050,267,701,39,0
23100,267,701,38,0
23150,267,702,38,0
23200,267,701,37,0
23250,247,701,37,0
23300,247,701,36,0
23350,247,701,36,0
23400,247,701,36,0
23450,231,701,36,0
23500,231,701,35,0
23550,231,701,35,95
23600,379,702,34,58
23650,688,702,33,49
23700,688,702,32,76
23750,702,703,30,127
23800,700,704,28,179
23850,700,705,25,206
23900,700,706,22,196
23950,710,707,19,155
24000,694,708,17,104
24050,694,707,16,65
24100,712,707,15,54
24150,719,707,14,73
24200,708,707,13,108
24250,708,707,11,138
24300,716,707,9,144
24350,710,707,8,122
24400,710,708,7,85
24450,711,707,6,53
24500,693,706,6,46
24550,710,706,6,72
24600,710,705,5,123
24650,706,705,4,175
24700,722,706,2,203
24750,722,706,0,196
24800,719,706,0,157
24850,704,706,0,107
24900,704,706,0,67
24950,705,705,0,57
25000,678,704,1,77
25050,727,703,1,115
25100,727,703,0,148
25150,713,703,0,155
25200,692,703,0,133
25250,692,703,0,93
25300,720,702,0,58
25350,727,701,1,49
25400,727,701,2,77
25450,696,700,2,131
25500,687,701,2,188
25550,716,701,1,221
25600,716,701,0,215
25650,692,702,0,175
25700,695,702,0,120
25750,695,701,0,75
25800,696,701,1,61
25850,711,700,2,80
25900,711,700,2,119
25950,704,699,2,155
26000,723,699,2,166
26050,698,700,1,146
26100,698,699,1,104
26150,700,699,2,65
26200,687,698,3,51
26250,687,698,5,75
26300,692,697,5,129
26350,690,697,5,190
26400,690,698,4,228
26450,672,699,3,228
26500,711,700,2,190
26550,690,700,1,134
26600,690,699,2,84
26650,707,699,3,63
26700,676,698,4,77
26750,676,698,4,115
26800,711,697,5,155
26850,722,698,4,171
26900,722,698,4,155
26950,715,698,4,115
27000,700,698,5,72
27050,703,697,6,52
27100,703,696,7,69
27150,700,696,8,119
27200,715,697,8,181
27250,715,698,7,226
27300,709,699,6,233
27350,689,699,4,201
27400,689,699,4,146
27450,668,699,4,92
27500,728,698,5,64
27550,699,698,6,72
27600,699,698,6,107
27650,711,698,6,148
27700,690,698,6,170
27750,690,698,6,160
27800,704,698,5,123
27850,695,698,6,79
27900,695,698,7,53
27950,691,697,8,62
28000,679,697,9,107
28050,693,697,9,169
28100,693,698,8,219
28150,698,699,7,234
28200,698,699,5,208
28250,698,700,4,156
28300,704,699,4,100
28350,677,699,5,66
28400,677,699,6,67
28450,723,698,6,99
28500,698,698,7,140
28550,698,699,6,167
28600,697,699,6,163
28650,688,699,5,130
28700,695,698,6,86
28750,695,698,7,55
28800,693,698,8,57
28850,702,697,8,96
28900,702,697,9,157
28950,679,698,8,211
29000,703,699,7,233
29050,703,700,5,214
29100,707,700,4,165
29150,692,700,4,109
29200,745,699,4,70
29250,745,699,5,64
29300,700,698,6,91
29350,685,698,6,133
29400,685,698,6,164
29450,695,699,5,166
29500,711,699,5,137
29550,711,699,5,93
29600,692,699,6,58
29650,687,698,7,54
29700,686,697,8,87
29750,686,697,8,145
29800,691,698,8,203
29850,692,698,6,231
29900,692,700,5,220
29950,698,700,4,175
30000,700,700,4,118
30050,700,700,4,74
30100,696,699,5,63
30150,724,698,6,85
30200,696,698,6,126
30250,696,699,6,160
30300,686,699,5,168
30350,696,699,5,144
30400,696,699,5,101
30450,715,698,6,63
30500,700,698,7,52
30550,700,698,8,79
30600,672,697,8,135
30650,691,698,8,194
30700,700,698,7,230
30750,700,699,5,225
